benchmark.name,execution.execution_id,execution.repetition,execution.repetitions,execution.workdir,execution.execution_dir,vars.subfile_stripe_size,vars.subfile_number,vars.pdi_config,vars.gys_io_output,metadata.jobid,metadata.executor_status,metadata.submission_time,metadata.end,metadata.slurm_submit_stdout,metadata.slurm_submit_stderr,metadata.submit_returncode,metadata.slurm_state_live,metadata.slurm_state,metadata.slurm_exitcode,metadata.sysinfo.hostname,metadata.sysinfo.cpu_model,metadata.sysinfo.cpu_cores,metadata.sysinfo.memory_kb,metadata.sysinfo.kernel,metadata.sysinfo.os,metadata.sysinfo.ib_devices,metadata.sysinfo.filesystems,metadata.sysinfo.duration_seconds,metrics.time_write,metrics.time_total,metrics.bandwidth
Gys_io Benchmark - Subfiling,11,2,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0011/repetition_002,134217728,6,pdi_sub6.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0011/repetition_002/summary.txt,4667046,SUCCEEDED,2026-04-22 14:47:41,2026-04-22 14:49:45,Submitted batch job 4667046,,0,RUNNING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,86,24.2629,44.119,2.64
Gys_io Benchmark - Subfiling,17,1,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0017/repetition_001,536870912,2,pdi_sub2.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0017/repetition_001/summary.txt,4667048,SUCCEEDED,2026-04-22 14:49:45,2026-04-22 14:51:45,Submitted batch job 4667048,,0,COMPLETING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,71,39.7542,62.5328,1.61
Gys_io Benchmark - Subfiling,12,1,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0012/repetition_001,134217728,8,pdi_sub8.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0012/repetition_001/summary.txt,4667052,SUCCEEDED,2026-04-22 14:51:45,2026-04-22 14:53:15,Submitted batch job 4667052,,0,RUNNING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,46,15.5147,36.7403,4.13
Gys_io Benchmark - Subfiling,13,2,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0013/repetition_002,268435456,2,pdi_sub2.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0013/repetition_002/summary.txt,4667053,SUCCEEDED,2026-04-22 14:53:15,2026-04-22 14:54:45,Submitted batch job 4667053,,0,RUNNING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,67,36.2972,57.0243,1.76
Gys_io Benchmark - Subfiling,8,1,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0008/repetition_001,67108864,8,pdi_sub8.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0008/repetition_001/summary.txt,4667054,SUCCEEDED,2026-04-22 14:54:46,2026-04-22 14:56:16,Submitted batch job 4667054,,0,RUNNING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,47,15.6344,37.68,4.09
Gys_io Benchmark - Subfiling,9,1,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0009/repetition_001,134217728,2,pdi_sub2.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0009/repetition_001/summary.txt,4667059,SUCCEEDED,2026-04-22 14:56:16,2026-04-22 14:57:46,Submitted batch job 4667059,,0,RUNNING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,62,35.5171,54.2795,1.8
Gys_io Benchmark - Subfiling,19,1,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0019/repetition_001,536870912,6,pdi_sub6.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0019/repetition_001/summary.txt,4667062,SUCCEEDED,2026-04-22 14:57:46,2026-04-22 14:59:17,Submitted batch job 4667062,,0,COMPLETING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,42,15.9309,33.1856,4.02
Gys_io Benchmark - Subfiling,8,2,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0008/repetition_002,67108864,8,pdi_sub8.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0008/repetition_002/summary.txt,4667065,SUCCEEDED,2026-04-22 14:59:17,2026-04-22 15:00:47,Submitted batch job 4667065,,0,COMPLETING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,42,14.4052,34.1748,4.44
Gys_io Benchmark - Subfiling,7,1,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0007/repetition_001,67108864,6,pdi_sub6.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0007/repetition_001/summary.txt,4667070,SUCCEEDED,2026-04-22 15:00:47,2026-04-22 15:02:17,Submitted batch job 4667070,,0,RUNNING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,45,17.0343,36.5498,3.76
Gys_io Benchmark - Subfiling,7,2,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0007/repetition_002,67108864,6,pdi_sub6.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0007/repetition_002/summary.txt,4667071,SUCCEEDED,2026-04-22 15:02:17,2026-04-22 15:03:47,Submitted batch job 4667071,,0,RUNNING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,44,17.7194,36.0476,3.61
Gys_io Benchmark - Subfiling,20,1,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0020/repetition_001,536870912,8,pdi_sub8.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0020/repetition_001/summary.txt,4667072,SUCCEEDED,2026-04-22 15:03:48,2026-04-22 15:05:18,Submitted batch job 4667072,,0,RUNNING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,48,17.6245,39.6013,3.63
Gys_io Benchmark - Subfiling,11,3,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0011/repetition_003,134217728,6,pdi_sub6.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0011/repetition_003/summary.txt,4667076,SUCCEEDED,2026-04-22 15:05:18,2026-04-22 15:06:48,Submitted batch job 4667076,,0,RUNNING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,51,19.5233,42.267,3.28
Gys_io Benchmark - Subfiling,1,1,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0001/repetition_001,33554432,2,pdi_sub2.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0001/repetition_001/summary.txt,4667077,SUCCEEDED,2026-04-22 15:06:48,2026-04-22 15:08:18,Submitted batch job 4667077,,0,RUNNING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,66,39.4357,57.2844,1.62
Gys_io Benchmark - Subfiling,14,2,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0014/repetition_002,268435456,4,pdi_sub4.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0014/repetition_002/summary.txt,4667078,SUCCEEDED,2026-04-22 15:08:18,2026-04-22 15:09:49,Submitted batch job 4667078,,0,RUNNING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,51,22.2938,43.4005,2.87
Gys_io Benchmark - Subfiling,15,2,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0015/repetition_002,268435456,6,pdi_sub6.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0015/repetition_002/summary.txt,4667079,SUCCEEDED,2026-04-22 15:09:49,2026-04-22 15:11:19,Submitted batch job 4667079,,0,RUNNING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,49,20.8662,39.8833,3.07
Gys_io Benchmark - Subfiling,8,3,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0008/repetition_003,67108864,8,pdi_sub8.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0008/repetition_003/summary.txt,4667085,SUCCEEDED,2026-04-22 15:11:20,2026-04-22 15:12:50,Submitted batch job 4667085,,0,RUNNING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,49,17.781,39.3409,3.6
Gys_io Benchmark - Subfiling,19,2,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0019/repetition_002,536870912,6,pdi_sub6.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0019/repetition_002/summary.txt,4667087,SUCCEEDED,2026-04-22 15:12:50,2026-04-22 15:14:20,Submitted batch job 4667087,,0,RUNNING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,49,17.7131,39.9885,3.61
Gys_io Benchmark - Subfiling,9,2,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0009/repetition_002,134217728,2,pdi_sub2.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0009/repetition_002/summary.txt,4667090,SUCCEEDED,2026-04-22 15:14:20,2026-04-22 15:16:20,Submitted batch job 4667090,,0,COMPLETING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,75,43.9218,65.2098,1.46
Gys_io Benchmark - Subfiling,15,3,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0015/repetition_003,268435456,6,pdi_sub6.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0015/repetition_003/summary.txt,4667094,SUCCEEDED,2026-04-22 15:16:21,2026-04-22 15:17:51,Submitted batch job 4667094,,0,RUNNING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,58,30.2766,49.3879,2.11
Gys_io Benchmark - Subfiling,18,1,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0018/repetition_001,536870912,4,pdi_sub4.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0018/repetition_001/summary.txt,4667095,SUCCEEDED,2026-04-22 15:17:51,2026-04-22 15:19:21,Submitted batch job 4667095,,0,RUNNING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,65,36.0556,56.4372,1.78
Gys_io Benchmark - Subfiling,20,2,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0020/repetition_002,536870912,8,pdi_sub8.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0020/repetition_002/summary.txt,4667096,SUCCEEDED,2026-04-22 15:19:21,2026-04-22 15:20:51,Submitted batch job 4667096,,0,COMPLETING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,46,16.7248,37.1331,3.83
Gys_io Benchmark - Subfiling,7,3,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0007/repetition_003,67108864,6,pdi_sub6.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0007/repetition_003/summary.txt,4667102,SUCCEEDED,2026-04-22 15:20:52,2026-04-22 15:22:22,Submitted batch job 4667102,,0,RUNNING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,60,30.1857,50.9937,2.12
Gys_io Benchmark - Subfiling,6,2,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0006/repetition_002,67108864,4,pdi_sub4.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0006/repetition_002/summary.txt,4667105,SUCCEEDED,2026-04-22 15:22:22,2026-04-22 15:29:52,Submitted batch job 4667105,,0,COMPLETING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,61,27.6799,51.2884,2.31
Gys_io Benchmark - Subfiling,12,2,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0012/repetition_002,134217728,8,pdi_sub8.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0012/repetition_002/summary.txt,4667115,SUCCEEDED,2026-04-22 15:29:52,2026-04-22 15:31:22,Submitted batch job 4667115,,0,RUNNING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,54,19.7416,40.2105,3.24
Gys_io Benchmark - Subfiling,9,3,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0009/repetition_003,134217728,2,pdi_sub2.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0009/repetition_003/summary.txt,4667121,SUCCEEDED,2026-04-22 15:31:23,2026-04-22 15:32:53,Submitted batch job 4667121,,0,RUNNING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,68,41.7923,59.6726,1.53
Gys_io Benchmark - Subfiling,1,2,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0001/repetition_002,33554432,2,pdi_sub2.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0001/repetition_002/summary.txt,4667125,SUCCEEDED,2026-04-22 15:33:03,2026-04-22 15:40:33,Submitted batch job 4667125,,0,COMPLETING,COMPLETED,0:0,bora011.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,73,43.6178,62.8819,1.47
Gys_io Benchmark - Subfiling,2,2,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0002/repetition_002,33554432,4,pdi_sub4.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0002/repetition_002/summary.txt,4667134,SUCCEEDED,2026-04-22 15:40:33,2026-04-22 16:05:09,Submitted batch job 4667134,,0,RUNNING,COMPLETED,0:0,bora007.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,60,35.1573,46.8695,1.82
Gys_io Benchmark - Subfiling,18,2,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0018/repetition_002,536870912,4,pdi_sub4.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0018/repetition_002/summary.txt,4667155,SUCCEEDED,2026-04-22 16:05:09,2026-04-22 16:07:09,Submitted batch job 4667155,,0,COMPLETING,COMPLETED,0:0,bora007.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,65,45.8464,56.1568,1.4
Gys_io Benchmark - Subfiling,9,4,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0009/repetition_004,134217728,2,pdi_sub2.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0009/repetition_004/summary.txt,4667157,SUCCEEDED,2026-04-22 16:07:09,2026-04-22 16:08:39,Submitted batch job 4667157,,0,RUNNING,COMPLETED,0:0,bora007.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,51,28.9061,41.6576,2.21
Gys_io Benchmark - Subfiling,2,3,5,/beegfs/aloupoue/iops_runs/run_068,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0002/repetition_003,33554432,4,pdi_sub4.yaml,/beegfs/aloupoue/iops_runs/run_068/runs/exec_0002/repetition_003/summary.txt,4667159,SUCCEEDED,2026-04-22 16:08:47,2026-04-22 16:11:18,Submitted batch job 4667159,,0,COMPLETING,COMPLETED,0:0,bora007.plafrim.cluster,Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,36,196303136,3.10.0-957.el7.x86_64,CentOS Linux 7 (Core),hfi1_0,beegfs:/beegfs,99,70.2525,85.4325,0.91
